"","FECHA","PRECIO","DEMANDA","HIDRÁULICA","TURBINACIÓN BOMBEO","NUCLEAR","CARBÓN","DIÉSEL","TURBINA DE GAS","TURBINA DE VAPOR","CICLO COMBINADO","EÓLICA","SOLAR FOTOVOLTAICA","SOLAR TÉRMICA","OTRAS RENOVABLES","COGENERACIÓN","RESIDUOS NO RENOVABLES","RESIDUOS RENOVABLES","GENERACIÓN TOTAL"
"1339",2014-08-31,46.9583333333333,638636.845,46126.325,4575.799,142870.515,176603.154,9749.186,2795.97,5505.002,64729.836,87484.626,28388.531,24536.224,11049.663,59735.957,6499.23,2368.146,673024.725
"1340",2014-09-01,54.55625,778790.882,77371.423,9304.112,142837.203,206931.506,10093.317,4050.02,7591.999,122210.946,83458.856,28313.966,24990.62,11383.396,67516.454,6286.4885,2303.9995,804649.176
"1341",2014-09-02,58.6141666666667,803363.027,79430.588,4557.801,142751.717,215653.562,10652.893,3520.61,7685.03,140356.891,69321.595,27045.184,17659.125,11498.424,69709.552,6374.6895,2334.6365,808554.188
"1342",2014-09-03,60.1458333333333,803213.103,80724.749,3378.738,142875.921,220369.317,10384.066,3828.183,7596.986,147829.007,50733.391,28485.514,21384.535,11064.231,70864.771,6369.485,2323.428,808210.111
"1343",2014-09-04,67.2520833333333,799256.18,88665.477,1548.263,142826.839,221249.152,10404.945,4142.18,7681.029,132286.928,51417.705,28466.624,24299.509,11288.844,72578.52,6380.2615,2356.7925,805590.236
"1344",2014-09-05,63.1241666666667,788357.848,82929.696,713.082,142561.782,225843.453,10435.121,3678.322,7648.815,151975.669,32768.791,28640.031,24180.882,11504.484,72319.998,6142.4175,2311.5455,803653.977
"1345",2014-09-06,58.4508333333333,702137.108,62514.022,510.339,142749.787,218448.214,10097.789,4427.929,6138.651,91968.772,51216.036,25578.105,16748.293,11300.295,65941.879,6442.281,2367.847,716450.481
"1346",2014-09-07,52.87,642464.737,45324.278,2333.183,146751.029,205654.063,9851.08,3287.253,5765.23,78808.127,67264.767,22139.166,9902.633,11091.879,61521.569,6272.6995,2363.9735,678330.708
"1347",2014-09-08,62.2245833333333,745773,85713.117,1864.992,161959.645,218602.408,10222.628,3744.704,6867.056,125260.78,27087.429,24697.822,14872.41,10518.849,68655.271,6340.333,2308.787,768717.533
"1348",2014-09-09,65.3904166666667,778421.73,77585.573,1844.735,166507.945,224755.715,9889.701,4814.308,7062.991,137613.419,25547.552,26957.265,20307.603,10296.007,71189.98,6232.6485,2317.1655,792920.612
"1349",2014-09-10,61.7095833333333,777482.505,59488.873,6922.792,166390.568,229624.521,10308.198,4499.262,7301.3,129405.848,33614.665,27378.986,20127.146,9523.338,70611.695,6152.995,2263.864,783611.37
"1350",2014-09-11,56.6970833333333,751047.102,48773.32,3726.663,166305.356,222156.792,10157.744,4554.68,6745.226,103515.697,74544.644,26809.513,17021.637,8678.675,71998.708,6337.729,2226.497,773553.925
"1351",2014-09-12,59.4154166666667,757652.324,62131.559,5210.914,166077.377,221664.661,9954.367,4560.702,6249.389,95868.231,67383.336,27672.392,19902.347,10399.681,71706.838,6343.943,2241.167,777369.308
"1352",2014-09-13,56.8208333333333,687134.739,61955.691,1073.519,166259.577,208416.242,9561.769,4287.345,5833.873,64876.203,33830.138,26169.314,18615.779,11040.533,66595.064,6463.2985,2377.4635,687361.328
"1353",2014-09-14,54.45875,625503.13,42192.025,3444.944,165747.163,186348.061,8983.743,3688.424,5083.962,60298.494,55787.252,25645.399,19035.047,11082.167,63047.029,6519.686,2447.27,659355.682
"1354",2014-09-15,61.1133333333333,741544.623,60574.024,5180.238,165562.423,199153.27,9605.159,4160.245,5083.401,103225.643,50225.966,24334.687,15511.307,10678.146,70727.721,6547.1355,2401.2055,732970.459
"1355",2014-09-16,52.21125,756979.059,38942.097,5980.677,166060.224,177822.502,9354.895,4361.218,3739.337,72642.27,177493.853,17597.694,3894.451,10385.368,71386.577,6268.0835,2341.5075,768269.918
"1356",2014-09-17,52.4408333333333,755732.793,45082.045,12770.974,153588.21,154323.962,9313.514,4129.253,3457.898,86793.985,180622.64,18715.185,4299.113,10666.403,68720.504,6269.575,2234.805,760988.876
"1357",2014-09-18,54.8579166666667,752204.378,44569.146,4774.258,149593.123,161069.511,9422.718,3843.84,3548.438,89697.068,169021.095,21165.001,4754.667,10712.415,72006.378,6130.047,2149.511,752462.457
"1358",2014-09-19,58.5658333333333,744218.202,50820.465,7907.628,163305.535,167110.354,9565.655,3490.434,3600.678,91827.001,139451.936,18712.18,3843.672,10970.09,74681.09,6388.952,2237.941,753915.706
"1359",2014-09-20,56.96625,661288.957,53336.365,6924.282,166370.533,175359.395,9730.399,3471.767,3606.459,77329.078,53855.417,22027.523,10725.955,11057.819,68864.131,6379.846,2255.294,671293.973
"1360",2014-09-21,56.4366666666667,600603.67,43302.841,3555.66,166808.009,182562.158,9264.897,3043.608,3413.486,65542.435,43742.362,17720.138,2938.859,11456.024,65738.625,6550.0295,2255.3355,627895.157
"1361",2014-09-22,59.6208333333333,711972.766,62900.72,12882.881,166912.65,190062.48,9174.59,4628.637,3707.203,96462.943,85908.158,15138.69,4339.332,11695.482,72204.819,6442.7945,2221.1075,744685.931
"1362",2014-09-23,62.6854166666667,714485.623,67828.758,7341.368,166836.332,180461.755,8953.872,4609.485,3976.236,105874.41,72966.131,18746.609,4497.477,11803.082,75017.925,6319.899,2318.845,737558.557
"1363",2014-09-24,60.0533333333333,705019.45,52043.741,3792.404,167373.531,199489.447,9058.038,4167.672,3755.483,74096.085,103377.98,20594.125,8305.706,11796.448,75789.596,6416.0735,2348.9135,742408.191
"1364",2014-09-25,58.86,704637.635,48047.85,7056.828,167757.742,189664.84,9457.833,3647.929,3659.761,74836.353,102338.112,25442.735,16649.163,11791.626,75254.605,6422.9425,2334.4815,744365.627
"1365",2014-09-26,60.1908333333333,697647.703,57345.4,7755.459,167655.612,187949.034,9244.198,4004.146,3691.734,94245.209,59701.219,23815.549,13178.053,11914.863,76062.57,6366.637,2336.693,725271.911
"1366",2014-09-27,53.92,624697.843,42781.715,2582.92,167774.907,175386.225,9201.944,3487.236,4202.129,64263.205,87543.051,15226.767,1788.663,11942.277,68716.034,6396.349,2403.89,663701.697
"1367",2014-09-28,53.9379166666667,575457.322,41565.003,8480.812,167844.904,163218.075,9023.595,2656.884,4507.348,71555.757,34668.731,13818.052,5776.589,11954.632,65511.543,6338.251,2381.487,609306.824
"1368",2014-09-29,66.1275,690435.259,68691.964,13112.013,167803.485,186527.645,9541.736,3029.366,6132.08,118073.452,10360.619,18088.375,12540.113,11822.364,72776.114,6465.794,2181.687,707152.875
"1369",2014-09-30,66.9770833333333,709826.821,64512.121,3658.217,167513.262,195463.698,9332.823,2891.795,6737.628,105612.054,49964.041,21830.116,7505.217,11782.285,75946.19,6338.1775,2013.6815,731109.294
"1370",2014-10-01,61.30625,714064.77,55102.881,6395.99,167877.904,191896.252,9083.403,2962.93,6633.517,77861.869,101949.684,19263.727,7603.353,11242.523,74728.184,6430.4755,2020.4655,741060.639
"1371",2014-10-02,62.0191666666667,717561.452,57016.123,5313.592,167680.254,191217.551,9148.403,3708.587,6835.132,90157.18,87681.241,21111.696,11377.767,10862.969,73975.95,6331.574,2042.538,744465.182
"1372",2014-10-03,69.90625,711051.716,65486.641,3936.605,167988.562,192622.279,9324.008,3942.77,5919.802,100044.076,35999.637,25253.78,16279.579,10332.517,75175.611,6277.565,2090.089,720680.657
"1373",2014-10-04,62.4579166666667,631367.272,45698.363,2986.471,168112.652,178474.952,9097.047,2646.041,5267.291,64225.767,51160.006,22488,8480.546,10891.851,68123.221,6375.2085,2121.6815,646155.935
"1374",2014-10-05,47.3525,576257.192,28827.347,10847.357,167954.991,151010.213,8936.233,2004.006,4567.578,53777.025,79946.717,23100.4,10784.647,10981.566,63662.007,6523.618,2352.753,625284.019
"1375",2014-10-06,53.4591666666667,691943.828,38158.131,11380.121,167988.073,162340.713,8593.794,3212.918,6010.908,62531.149,124404.527,24786.417,13539.728,11124.152,70581.788,6240.537,2038.674,712940.467
"1376",2014-10-07,48.7354166666667,709369.087,38634.89,12643.575,167927.137,150440.203,8856.719,3755.271,6088.386,62256.103,159365.791,23361.06,10712.241,10698.375,69577.859,6187.9765,2043.2555,732556.998
"1377",2014-10-08,48.745,715166.444,35824.254,8923.838,167995.37,144123.428,8833.016,3453.863,6208.323,60256.038,181531.926,21539.163,10144.904,11007.803,70411.908,6145.9915,2027.9475,738433.908
"1378",2014-10-09,53.9254166666667,701558.009,50564.287,13384.921,168083.029,154814.727,8967.297,3347.245,6106.209,93341.591,122659.873,17556.953,5033.254,11562.536,71692.867,6279.494,2022.488,735419.019
"1379",2014-10-10,71.0616666666667,697842.76,71137.602,15004.877,161460.552,166628.238,8968.02,3017.794,6018.55,108272.939,53166.499,14860.658,1478.663,10341.791,74901.459,6397.983,2053.492,703710.404
"1380",2014-10-11,62.5758333333333,622894.809,53128.104,3332.672,143285.093,158664.268,9125.111,2246.058,5304.731,69210.477,90037.287,15846.226,2378.157,8757.255,67987.139,6546.9745,2248.9325,638100.72
"1381",2014-10-12,42.8283333333333,568324.924,41445.713,7509.791,143020,81411.996,8588.344,1848.508,4574.714,51598.129,179875.149,15641.637,3598.56,7481.579,54726.894,5622.7475,2152.4545,609102.819
"1382",2014-10-13,49.1929166666667,654652.308,49960.601,10647.098,156005.807,142938.748,8112.422,3024.693,5274.977,78283.304,117730.179,14334.254,1323.063,7518.331,63013.53,5227.1135,2212.3275,665611.783
"1383",2014-10-14,56.5579166666667,690566.675,50251.189,8117.752,168607.351,159418.963,8190.879,3437.242,5572.966,93237.773,106354.791,16302.996,5793.665,7874.816,67424.731,5837.176,2204.386,708627.155
"1384",2014-10-15,43.40625,705737.402,43132.347,5817.572,168823.058,125095.95,8094.524,3901.387,5789.249,58582.197,220686.857,13205.453,1278.04,8020.6,68975.625,6240.465,2207.881,739855.999
"1385",2014-10-16,43.045,713003.18,51319.284,8455.484,168747.73,114552.921,8636.633,3571.912,5870.064,58873.248,211746.237,20026.877,5854.762,8987.426,66854.53,6052.256,2020.281,741580.914
"1386",2014-10-17,42.7829166666667,707804.807,57181.099,8716.441,168791.012,101142.086,8679.314,3933.604,6338.831,58481.339,176026.588,25026.07,13916.667,8374.023,68821.789,6344.003,2256.459,714028.659
"1387",2014-10-18,40.9095833333333,627354.575,54774.066,10572.54,156080.14,61326.401,8303.121,2761.386,5481.755,52832.862,167950.536,23627.114,13407.851,8892.961,60270.336,6357.06,2319.106,634957.062
"1388",2014-10-19,43.7516666666667,572647.461,51733.916,11984.194,159488.507,73019.613,7714.934,2621.797,4359.729,62717.827,116778.485,21642.153,8620.217,9077.426,55964.06,6454.785,2277.857,594455.654
"1389",2014-10-20,58.175,688350.281,80982.334,16578.107,166600.981,120769.609,8031.635,3035.289,6200.19,124581.672,69875.856,22456.221,6996.257,9071.948,67478.491,6259.5285,2149.4035,711073.083
"1390",2014-10-21,64.9895833333333,712557.792,78202.485,9093.678,168401.045,136319.553,7979.412,3740.428,6200.843,115584.852,89448.536,22948.49,10941.371,9325.134,72094.002,6138.5675,2150.8505,738576.966
"1391",2014-10-22,51.0758333333333,709666.144,45354.136,4266.994,168495.58,145573.093,8341.088,2798.037,6500.919,84977.26,165235.529,24900.072,12511.337,8753.704,70447.66,6061.6395,2212.6755,756431.256
"1392",2014-10-23,60.89125,698960.95,50922.827,3432.286,168586.692,154726.728,8474.478,2950.566,6559.388,87522.066,126395.893,24754.54,14279.603,9011.893,73320.348,6508.911,2277.286,739728.523
"1393",2014-10-24,60.56625,693647.197,66915.884,10872.433,168484.886,154636.653,8783.92,2740.642,6560.836,91804.824,79711.015,23719.051,14001.833,9926.962,72461.968,6672.5275,2382.4545,719682.326
"1394",2014-10-25,56.6425,615969.293,47719.556,3880.724,168447.196,152363.99,8639.714,1835.407,4745.867,71617.13,54371.681,23727.123,14648.951,9828.487,65925.048,6731.5625,2526.6605,637013.225
"1395",2014-10-26,51.6220833333333,586118.583,38785.873,7907.544,175114.776,146857.878,8354.63,1896.934,3759.737,80617.842,45113.77,22786.915,10604.962,9524.828,63856.116,6844.149,2536.308,624561.498
"1396",2014-10-27,64.1295833333333,681830.356,65970.196,13258.257,168539.753,171057.022,8422.443,2687.622,4300.232,102189.181,45071.694,21724.112,12382.484,9783.664,70865.102,5845.438,1669.57,703765.742
"1397",2014-10-28,60.7229166666667,701313.473,57721.136,8112.725,168556.752,173614.655,8816.237,2177.552,4221.505,100371.888,77612.258,18428.565,5756.463,9801.41,70271.459,5323.268,1370.215,712156.079
"1398",2014-10-29,63.4966666666667,704081.251,66582.442,7912.12,168644.839,161858.965,8616.518,2109.709,4215.475,116697.523,61096.622,21152.687,10720.673,10569.224,71511.744,5130.146,1328.044,718155.934
"1399",2014-10-30,63.0791666666667,701310.494,52423.854,8464.696,168623.215,166239.446,8773.457,1857.399,4262.776,99528.691,76117.657,21636.368,13237.318,10462.535,71711.736,5649.8685,1714.3145,710706.63
"1400",2014-10-31,51.41125,689902.975,41060.563,7751.859,162194.485,160460.562,8931.764,1624.589,4030.66,77451.407,123785.26,20731.42,11650.114,10408.67,70645.693,5501.468,1774.433,708011.409
"1401",2014-11-01,57.2720833333333,592120.779,39673.917,8010.587,144354.706,151878.485,7420.318,1961.768,4344.608,80841.002,49833.968,18898.575,9056.301,9992.601,63413.666,5720.3455,1767.7865,597177.398
"1402",2014-11-02,45.9554166666667,562296.742,34449.796,9251.647,144726.964,123643.992,7266.5,1565.317,3763.423,76364.727,95770.761,15524.068,3941.458,10108.704,57782.7,5467.431,1517.691,591152.255
"1403",2014-11-03,44.7941666666667,686661.959,36415.17,4818.251,144988.381,116349.972,7722.891,2481.184,4734.815,64223.11,228750.405,15173.687,3926.009,9960.301,66233.272,5181.9805,1240.2585,712207.658
"1404",2014-11-04,45.0983333333333,707574.61,57952.643,20252.683,140372.8,81233.606,7925.378,2366.04,5145.485,76777.596,232862.469,12141.794,2782.156,9570.335,66614.667,5329.9935,1337.7265,722672.999
"1405",2014-11-05,55.4616666666667,711354.232,50576.38,11390.187,144944.428,86982.086,7849.311,2315.281,4788.9,84518.215,216821.325,20962.133,12065.158,9865.1,68726.365,5203.272,1360.615,728376.553
"1406",2014-11-06,57.8291666666667,721662.945,61594.891,8244.899,145541.389,101882.82,8036.257,2302.599,5026.59,85527.425,187155.612,19694.336,10272.921,9775.921,70907.632,5809.5895,1798.2805,723577.419
"1407",2014-11-07,50.15125,717917.652,65767.398,14483.68,145665.067,95761.962,8154.145,2145.918,5170.968,90376.642,210410.719,12017.681,779.097,9639.61,69864.032,6006.237,2053.272,738309.105
"1408",2014-11-08,48.7966666666667,643608.31,61423.607,6792.051,145819.093,93643.975,8269.141,1248.038,4438.589,67865.126,156378.185,9955.588,159.595,9369.298,63362.024,6207.9605,2045.7775,636984.971
"1409",2014-11-09,48.1825,594079.328,54854.301,9950.361,145871.318,96802.879,7938.202,875.729,3920.231,80847.996,107931.446,15782.954,5337.332,9207.647,60896.988,6088.8665,1873.1175,608185.957
"1410",2014-11-10,57.39625,713074.407,81336.13,13248.463,145886.932,107563.477,8517.583,1712.245,4891.838,95919.132,126514.454,19117.303,5565.531,8975.676,70707.128,6016.678,1754.683,697731.702
"1411",2014-11-11,42.655,752054.982,63646.952,13604.845,145967.217,95754.398,8959.222,2427.117,5077.099,70546.895,249634.605,7614.396,734.509,9204.552,68629.229,5905.262,1733.822,749444.482
"1412",2014-11-12,44.9404166666667,743684.759,71048.59,13821.854,145983.647,91825.175,8416.749,2417.072,4930.972,79373.173,238563.074,13030.691,1634.836,9284.287,65861.51,5889.5805,1881.5195,753971.344
"1413",2014-11-13,45.4920833333333,744476.189,67210.718,11393.845,146030.367,96695.661,8530.377,2307.802,5058.409,61495.304,250558.4,10283.924,719.145,9219.266,68237.88,6074.162,2024.568,745839.258
"1414",2014-11-14,45.79375,737407.517,82462.93,16149.32,146017.737,95737.284,8631.028,1939.211,5099.621,72381.078,218439.337,9450.996,454.711,9615.099,68944.964,5818.798,1853.416,742997.718
"1415",2014-11-15,23.29125,658288.863,75276.523,12412.526,144871.235,38679.772,8360.923,1559.591,5465.136,47041.804,307141.437,15581.045,4238.941,9477.321,52812.747,5735.854,2043.914,730706.388
"1416",2014-11-16,16.4279166666667,612074.312,66845.367,14445.309,145818.208,37668.315,8100.659,1558.12,4836.555,33258.44,294274.616,14969.198,3438.91,9137.809,47942.115,5767.8175,2043.5285,690109.677
"1417",2014-11-17,48.8520833333333,733306.928,106053.611,15677.518,146228.828,102183.124,8273.76,2651.865,5936.572,91426.219,172858.276,16416.322,3830.315,9264.457,63979.494,6014.3365,2010.9735,752804.894
"1418",2014-11-18,55.5433333333333,762040.183,104892.195,6189.584,146010.732,167987.807,8301.283,2586.414,6031.76,93026.346,92781.188,17974.871,6051.075,9414.155,68068.518,6165.436,2043.607,737523.89
"1419",2014-11-19,52.8145833333333,755972.839,101475.708,6132.425,145723.701,179556.668,9035.226,3486.749,6599.427,84957.24,97680.026,16518.513,5475.333,9041.478,68975.16,5832.1675,2041.5585,742534.957
"1420",2014-11-20,44.3316666666667,747959.875,101836.345,12543.977,145654.612,159239.666,9497.018,3153.791,6565.988,61633.484,163582.965,14805.391,2651.237,9157.761,66698.815,5799.3665,2019.3115,764843.633
"1421",2014-11-21,47.2358333333333,735381.225,111476.689,13182.402,143597.335,166920.696,8834.687,2212.447,7433.442,75360.23,128302.828,10302.591,526.033,9592.919,69059.161,6047.611,2140.46,754997.541
"1422",2014-11-22,44.8516666666667,651824.608,99526.323,6206.902,146183.716,102786.921,8695.76,1743.678,7316.238,54108.051,134416.382,8230.059,110.166,9921.204,59070.793,6153.662,2337.648,646813.418
"1423",2014-11-23,35.4675,603944.969,90153.197,6327.173,146093.017,53942.866,8581.148,731.104,6077.351,55292.171,190809.344,7884.266,83.241,9327.251,51679.88,6077.0075,2335.1145,635397.31
"1424",2014-11-24,57.3470833333333,716054.161,127181.388,14535.582,146083.447,116632.122,8696.081,1692.378,6854.117,114808.008,62017.207,13361.313,1325.667,9664.687,67352.864,6341.5565,2447.9375,699003.609
"1425",2014-11-25,64.8658333333333,737669.252,143589.335,7208.978,146034.444,143680.133,8612.029,2522.95,6518.389,131106.216,19545.265,8296.494,499.458,10019.225,71555.425,6441.989,2484.482,708112.644
"1426",2014-11-26,65.7283333333333,740264.502,128933.474,5861.119,146022.184,152161.117,8408.667,2635.249,6904.13,112572.648,32170.641,11560.864,640.871,10077.98,70613.055,6484.253,2481.452,697526.87
"1427",2014-11-27,48.0625,748019.971,91393.621,4148.41,145923.571,136602.817,8414.381,2642.141,6945.887,74344.242,208731.83,7015.542,321.455,9818.294,69669.917,6320.5605,2431.3385,774732.59
"1428",2014-11-28,40.24,743819.741,87520.308,18184.232,145131.99,100011.278,8185.47,3578.781,6691.668,68235.296,251789.15,5750.946,146.533,9730.085,66080.502,6118.0725,2401.3325,779560.201
"1429",2014-11-29,43.9408333333333,662124.415,97145.612,17950.064,146096.37,91332.983,8186.867,2521.48,5988.228,51883.088,138337.622,9709.109,2090.502,10562.688,60360.918,6160.8605,2436.6365,650766.91
"1430",2014-11-30,25.15625,613854.362,90352.355,4489.451,146183.662,45007.571,8308.417,1501.349,6217.487,51911.5,229067.983,7396.371,1328.938,10094.574,50705.313,6121.6555,2360.1185,661052.445
"1431",2014-12-01,42.2616666666667,724739.746,105303.959,7463.131,146058.496,74906.255,8334.69,3292.074,6828.6,55132.229,269318.467,14066.09,3340.936,9109.492,63533.276,6379.9975,2142.5135,775215.608
"1432",2014-12-02,45.3658333333333,747877.765,110256.395,8270.435,146062.593,122342.152,8256.542,3400.792,6844.779,58058.443,239515.223,16448.063,4626.101,9270.32,69490.144,6412.6165,2108.1355,811367.162
"1433",2014-12-03,55.8166666666667,759550.215,125641.604,15772.313,146069.931,153354.502,8150.395,3541.95,6593.573,91862.856,149681.14,10492.457,1636.758,9977.214,71827.975,6761.852,2338.012,803707.511
"1434",2014-12-04,60.53,765030.7,139822.923,17454.516,146039.105,169281.31,8761.749,3332.399,6230.588,127918.305,56207.37,11257.396,2263.944,10354.948,74512.754,7010.214,2221.443,782672.767
"1435",2014-12-05,56.8745833333333,762082.321,129312.936,5420.219,146057.86,160566.685,8170.504,3129.915,6292.198,90330.869,137809.794,15842.727,3518.835,9913.213,74660.802,7113.373,2298.442,800443.657
"1436",2014-12-06,44.225,680680.733,94411.094,4749.929,146160.508,88560.795,8449.801,2925.651,5711.972,47063.415,235934.502,16864.673,4509.255,10140.866,61723.409,7177.493,2350.108,736740.847
"1437",2014-12-07,33.47125,645546.386,88232.996,7921.793,146149.975,83373.592,8187.171,2322.474,5495.717,57734.552,219591.545,19480.947,7277.686,10266.017,56974.06,7025.6875,2396.7695,722438.943
"1438",2014-12-08,45.5670833333333,663497.965,91181.926,5405.638,145002.309,100232.061,8027.077,2325.657,5919.897,61309.176,176807.551,18504.561,8236.023,10267.174,61202.956,7200.001,2396.795,704023.043
"1439",2014-12-09,43.5166666666667,789891.172,108998.86,15189.009,141994.863,133840.176,8356.541,2748.188,6747.057,79740.782,245372.107,13536.728,1051.531,10197.314,68046.629,7078.1685,2324.6015,845228.765
"1440",2014-12-10,52.5470833333333,805466.642,116720.285,14359.472,143077.852,161632.114,9069.076,1582.107,6001.505,108192.268,146122.2,18532.21,6982.58,10172.324,73205.605,7048.6055,2255.0605,824967.551
"1441",2014-12-11,55.25625,801245.381,122674.376,15414.828,145522.402,173495.836,9023.696,1814.058,6638.295,110453.614,107825.398,17574.087,3902.362,9609.731,74228.679,7091.87,2380.689,807666.167
"1442",2014-12-12,52.605,798581.383,109085.534,9574.07,145667.483,168261.312,9182.031,2736.335,6994.988,74038.684,163941.705,16903.515,5033.548,9569.431,73831.347,6968.3035,2288.5935,804085.775
"1443",2014-12-13,45.94625,718255.603,94969.614,8527.808,145704.097,135139.316,8938.636,2632.614,5819.927,57383.908,193319.156,7802.997,419.895,10273.295,64627.95,6983.9425,2429.7135,744977.959
"1444",2014-12-14,47.94875,673964.346,109463.709,8304.076,134771.79,133439.984,8452.8,2182.445,5295.822,72733.41,114086.368,4091.817,12.81,10286.785,63357.275,7292.2435,2577.9245,676356.182
"1445",2014-12-15,54.7325,786582.135,119204.633,10293.686,137740.097,152382.331,8636.967,3291.615,5919.463,104409.237,135514.2,10932.302,2589.258,10130.055,70156.037,7599.3745,2535.2545,781350.112
"1446",2014-12-16,49.9358333333333,797482.263,107001.4,4923.565,142102.65,165839.478,8895.64,2794.923,6276.708,67968.946,215537.052,10156.848,547.577,9842.913,70063.452,7199.977,2358.626,821510.676
"1447",2014-12-17,49.0808333333333,791700.031,108225.15,8022.782,145408.084,172990.065,8548.451,2892.81,6657.647,70195.173,194479.607,13419.402,1676.547,9784.637,71707.677,6893.6645,2356.9795,823260.025
"1448",2014-12-18,54.92,779850.308,129995.665,14495.79,145653.671,181450.25,8407.831,3133.029,7246.781,84017.353,115035.091,14203.227,3324.399,9901.211,73753.655,6700.2045,2502.2575,799825.117
"1449",2014-12-19,58.7116666666667,764888.035,137078.172,11056.691,140272.412,191996.204,9147.903,2149.543,6798.461,82883.012,74041.112,14156.702,3769.661,9947.298,74763.662,7265.944,2569.047,767896.342
"1450",2014-12-20,50.8620833333333,693995.289,117600.132,4190.118,140809.849,166984.14,9193.446,1535.801,6194.612,59710.187,89122.233,13528.18,2846.685,9806.834,68361.582,7389.993,2483.386,699764.647
"1451",2014-12-21,47.4141666666667,647729.271,96386.469,5208.021,139372.04,156711.236,8909.459,1031.882,6205.041,63240.444,81469.707,16546.679,4626.967,9556.402,64715.881,7346.3815,2452.9045,663786.829
"1452",2014-12-22,54.4129166666667,744153.119,108158.165,7661.222,149390.591,173142.094,8502.574,2066.274,6622.007,92655.29,88387.487,15309.006,5742.188,8498.672,70122.441,6713.612,2447.664,745425.835
"1453",2014-12-23,55.9983333333333,746444.197,118659.243,17161.147,161146.25,174874.372,9412.34,2061.104,6918.729,91865.359,67630.53,14268.012,4414.247,8983.214,69954.875,6456.3525,2465.5255,756275.284
"1454",2014-12-24,48.8354166666667,671027.425,121149.335,15886.492,168853.762,174545.467,9338.9,2111.779,6921.598,63301.145,25681.44,14228.36,3160.887,9514.622,52162.905,6007.351,2421.207,675290.908
"1455",2014-12-25,41.9008333333333,573804.533,73506.853,6496.43,169498.221,95194.937,8657.953,1009.775,5578.164,56774.676,80560.167,13908.815,3594.493,9289.958,38390.754,6085.682,2456.545,571009.72
"1456",2014-12-26,43.8604166666667,659867.764,102836.228,12744.162,170153.548,100804.732,9265.172,1510.744,6635.795,76156.566,98838.36,17376.67,7422.335,9553.9,53055.061,6175.168,2411.329,674944.917
"1457",2014-12-27,35.15375,664621.8,71816.347,7921.822,170003.41,68763.225,9262.744,1893.243,6211.701,49314.363,230548.649,12114.175,1491.345,9562.02,49752.374,6160.952,2376.563,697198.059
"1458",2014-12-28,20.0883333333333,637615.045,59037.716,14230.019,170070.051,48798.679,9083.991,1925.33,5244.693,44384.857,298721.125,11041.405,1053.451,8792.647,42945.1,6239.4575,2284.0625,723853.967
"1459",2014-12-29,36.0033333333333,732058.162,78985.783,16573.317,170375.117,93770.796,9298.697,3292.237,5615.654,50687.833,233870.648,20378.527,7633.672,8727.586,55948.337,6263.447,2308.206,763736.042
"1460",2014-12-30,41.40125,745075.701,92332.042,15900.493,170599.33,117279.106,9547.861,3065.379,6385.593,71489.052,155414.492,20306.808,9051.317,8735.184,61483.466,6219.701,2314.258,750125.405
"1461",2014-12-31,46.3820833333333,695786.437,95999.041,9848.805,170489.536,125069.592,9305.532,2614.438,6820.653,56129.568,148436.189,20566.42,8714.433,8960.481,50914.707,5912.241,2338.556,722127.074
"1462",2015-01-01,46.7025,603961.474,71096.101,7717.717,170691.638,110401.621,8505.139,1600.508,5714.393,77053.919,87789.031,19649.742,8548.067,8484.308,44583.988,4817.7325,2362.1405,629023.902
"1463",2015-01-02,54.3220833333333,715038.679,101890.114,19226.148,170694.173,145824.697,8913.111,2529.759,6861.491,95763.421,55056.104,18686.983,8283.537,8744.023,60642.875,5272.1195,2348.2145,710744.397
"1464",2015-01-03,53.7683333333333,698648.512,82919.726,7346.234,170721.569,155672.299,9023.196,1767.598,6380.726,80251.5,86066.315,20239.403,8520.62,9021.465,64876.719,5879.656,2388.481,711084.031
"1465",2015-01-04,45.7570833333333,663533.254,69056.368,8548.913,170722.657,143359.372,8962.055,1324.084,6252.905,71946.853,99284.874,19884.029,9279.768,9213.517,62509.909,6227.5365,2366.1475,688947.188
"1466",2015-01-05,59.77625,714784.323,104975.898,3887.742,170748.753,169891.449,9090.126,1833.574,6911.216,112886.007,34499.671,17977.904,7636.251,9107.89,67436.854,6344.5685,2332.1515,725566.259
"1467",2015-01-06,53.4220833333333,640502.59,83775.118,3916.04,170793.523,166599.975,8948.695,1177.47,5303.755,79974.161,59617.183,14125.882,2038.815,9064.174,66116.211,6261.314,2361.101,680080.174
"1468",2015-01-07,64.3966666666667,797756.388,127713.256,13117.206,170787.229,201501.187,8416.243,2384.741,6978.274,146746.534,20936.259,13932.499,3878.193,9045.966,72662.534,5977.7515,1940.3645,806034.555
"1469",2015-01-08,65.7179166666667,825171.274,114577.831,5119.42,170859.085,217709.835,8979.426,2416.976,6552.124,137593.793,58508.47,16280.739,5880.396,9500.867,75676.664,6332.446,1818.022,837824.854
"1470",2015-01-09,63.6004166666667,814974.325,94535.39,6758.324,170952.491,216744.459,8646.45,2853.374,7047.343,106957.692,84450.01,19249.303,8751.041,9818.188,76048.84,7015.4445,1947.9015,821791.184
